1,0.300
2,0.460
3,0.345
4,0.910
5,0.330
6,0.545
7,0.440
8,1.040
9,0.495
10,0.680
11,0.545
12,1.285
13,0.550
14,0.870
15,0.660
16,1.580
17,0.590
18,0.990
19,0.830
20,1.730
21,0.610
22,1.050
23,0.920
24,2.040
25,0.700
26,1.230
27,1.060
28,2.320
29,0.820
30,1.410
31,1.250
32,2.730
