learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes)
1.007E7,846.152634,0.002182754472629486,1.007E7,98.1212909632572,96.14833884030813,1.007E7,1.3166832E7,5314.0,3298.0,3298.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.008E7,847.755415,0.002188216357326624,1.008E7,98.12229166666665,96.15040602779641,1.008E7,1.3172576E7,5316.0,3299.0,3299.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.009E7,849.371181,0.00219372708971827,1.009E7,98.1233300297324,96.15251638155993,1.009E7,1.3183576E7,5316.0,3299.0,3299.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.01E7,850.8912,0.00219891283396837,1.01E7,98.12438613861386,96.15469467405265,1.01E7,1.318756E7,5316.0,3299.0,3299.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.011E7,852.530998,0.002204511906740858,1.011E7,98.12538081107814,96.1567496525086,1.011E7,1.3198608E7,5316.0,3299.0,3299.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.012E7,854.087848,0.002209829404150117,1.012E7,98.12647233201581,96.15901165308263,1.012E7,1.3202704E7,5321.0,3303.0,3303.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.013E7,855.587226,0.0022149538769221035,1.013E7,98.12742349457059,96.16097828977577,1.013E7,1.3211144E7,5321.0,3303.0,3303.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.014E7,857.128878,0.0022202228692009525,1.014E7,98.12835305719922,96.16288627904255,1.014E7,1.321124E7,5321.0,3303.0,3303.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.015E7,858.700826,0.0022255951586012766,1.015E7,98.12932019704434,96.16487735588854,1.015E7,1.3210632E7,5323.0,3304.0,3304.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.016E7,860.264214,0.002230939691427356,1.016E7,98.13035433070866,96.16701651500313,1.016E7,1.3214336E7,5323.0,3304.0,3304.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.017E7,861.802465,0.002236201290882455,1.017E7,98.13143559488692,96.16923859399648,1.017E7,1.3221872E7,5323.0,3304.0,3304.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.018E7,863.298271,0.0022413199141409637,1.018E7,98.13237721021612,96.17118135241414,1.018E7,1.3227576E7,5325.0,3305.0,3305.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.019E7,864.855784,0.0022466501586789656,1.019E7,98.13319921491659,96.17287958236793,1.019E7,1.322872E7,5325.0,3305.0,3305.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.02E7,866.445373,0.002252090429564921,1.02E7,98.1343431372549,96.17522295375083,1.02E7,1.3229336E7,5325.0,3305.0,3305.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.021E7,868.043035,0.0022575583727832715,1.021E7,98.13533790401567,96.17724530800211,1.021E7,1.322944E7,5325.0,3305.0,3305.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.022E7,869.559941,0.0022627483114414657,1.022E7,98.13614481409002,96.17887503372987,1.022E7,1.3225312E7,5329.0,3307.0,3307.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.023E7,871.233385,0.0022684773199247894,1.023E7,98.13720430107526,96.18105519111737,1.023E7,1.3233376E7,5329.0,3307.0,3307.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.024E7,873.031898,0.0022746343214416994,1.024E7,98.13828125,96.18324913897715,1.024E7,1.3232992E7,5331.0,3308.0,3308.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.025E7,874.674168,0.002280258499400164,1.025E7,98.1392,96.18512810694169,1.025E7,1.3237832E7,5336.0,3312.0,3312.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.026E7,876.392676,0.0022861457494059404,1.026E7,98.14012670565302,96.18701922859452,1.026E7,1.3242296E7,5336.0,3312.0,3312.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.027E7,878.106792,0.002292017850456903,1.027E7,98.14107108081792,96.18895469009952,1.027E7,1.3242064E7,5345.0,3318.0,3318.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.028E7,879.759118,0.00229767711629711,1.028E7,98.14191634241244,96.19068196839238,1.028E7,1.3239352E7,5352.0,3323.0,3323.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.029E7,881.469519,0.002303538377498907,1.029E7,98.14297376093295,96.19285583709186,1.029E7,1.3246328E7,5356.0,3325.0,3325.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.03E7,883.062471,0.0023090029264850637,1.03E7,98.14405825242719,96.19506470193431,1.03E7,1.326032E7,5360.0,3327.0,3327.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.031E7,884.746263,0.0023147824503005764,1.031E7,98.14480116391853,96.19656870891275,1.031E7,1.3268016E7,5360.0,3327.0,3327.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.032E7,886.28001,0.0023200459244143313,1.032E7,98.14572674418605,96.19847455076219,1.032E7,1.3265424E7,5364.0,3329.0,3329.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.033E7,888.0289,0.0023260525456376678,1.033E7,98.14656340755083,96.20020409051536,1.033E7,1.3276088E7,5370.0,3332.0,3332.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.034E7,889.671999,0.0023316992519033363,1.034E7,98.14760154738879,96.20233215848964,1.034E7,1.3284152E7,5372.0,3333.0,3333.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.035E7,891.33146,0.0023374037782803543,1.035E7,98.14857004830918,96.20432721640823,1.035E7,1.3287856E7,5378.0,3336.0,3336.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.036E7,893.002984,0.002343159064095653,1.036E7,98.14948841698842,96.20620549824027,1.036E7,1.3309344E7,5378.0,3336.0,3336.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.037E7,894.627244,0.0023487579601515697,1.037E7,98.15051108968177,96.20831697138578,1.037E7,1.3324448E7,5378.0,3336.0,3336.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.038E7,896.210475,0.002354222993246931,1.038E7,98.15143545279383,96.21022170270108,1.038E7,1.334292E7,5378.0,3336.0,3336.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.039E7,897.913118,0.0023600999053296026,1.039E7,98.15236766121271,96.2121180645091,1.039E7,1.3342216E7,5382.0,3338.0,3338.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.04E7,899.563333,0.002365797654647454,1.04E7,98.15338461538462,96.2142051300635,1.04E7,1.3346432E7,5382.0,3338.0,3338.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.041E7,901.246673,0.0023716119635542147,1.041E7,98.15437079731028,96.2162201299417,1.041E7,1.3351456E7,5384.0,3339.0,3339.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.042E7,902.788015,0.0023769360589440455,1.042E7,98.15538387715931,96.21828738539762,1.042E7,1.3352088E7,5384.0,3339.0,3339.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.043E7,904.417556,0.0023825619307322114,1.043E7,98.15627037392139,96.22011293308559,1.043E7,1.3345256E7,5393.0,3345.0,3345.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.044E7,905.954847,0.0023878720490871845,1.044E7,98.15738505747127,96.2224085887583,1.044E7,1.3352128E7,5397.0,3347.0,3347.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.045E7,907.533119,0.0023933267260421295,1.045E7,98.15854545454545,96.22478785443217,1.045E7,1.335948E7,5399.0,3348.0,3348.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.046E7,909.253369,0.002399277331272949,1.046E7,98.1595793499044,96.22693194043133,1.046E7,1.3371248E7,5403.0,3350.0,3350.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.047E7,910.780273,0.002404558573557724,1.047E7,98.1606399235912,96.22911251952837,1.047E7,1.3369856E7,5412.0,3356.0,3356.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.048E7,912.33891,0.0024099527768508097,1.048E7,98.16156488549619,96.23103880343976,1.048E7,1.33778E7,5414.0,3357.0,3357.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.049E7,913.949023,0.0024155286262563243,1.049E7,98.16256434699714,96.23307791081017,1.049E7,1.3386192E7,5425.0,3364.0,3364.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.05E7,915.671359,0.0024214949879542364,1.05E7,98.16334285714285,96.23467591149505,1.05E7,1.3390416E7,5425.0,3364.0,3364.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.051E7,917.304391,0.0024271505408500504,1.051E7,98.1641484300666,96.23633294559144,1.051E7,1.3386984E7,5432.0,3369.0,3369.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.052E7,918.911594,0.0024327227126308363,1.052E7,98.1651330798479,96.23834872302116,1.052E7,1.3401584E7,5436.0,3371.0,3371.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.053E7,920.515275,0.0024382905396399313,1.053E7,98.16620132953466,96.2405625538033,1.053E7,1.3420544E7,5438.0,3372.0,3372.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.054E7,921.927006,0.002443198867869847,1.054E7,98.16718216318786,96.24257688245166,1.054E7,1.3439528E7,5440.0,3373.0,3373.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.055E7,923.790747,0.0024496754882774047,1.055E7,98.16812322274882,96.2445208378565,1.055E7,1.343276E7,5452.0,3382.0,3382.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.056E7,925.516917,0.0024556828896312704,1.056E7,98.1690340909091,96.24638110317841,1.056E7,1.3452576E7,5454.0,3383.0,3383.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.057E7,927.149795,0.0024613688815169573,1.057E7,98.17001892147587,96.24841189473247,1.057E7,1.3460304E7,5454.0,3383.0,3383.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.058E7,928.691289,0.0024667368961982595,1.058E7,98.17110586011341,96.25063029292362,1.058E7,1.3460904E7,5458.0,3385.0,3385.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.059E7,930.395518,0.0024726741780889054,1.059E7,98.17207743153918,96.25262309341213,1.059E7,1.3466728E7,5458.0,3385.0,3385.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.06E7,932.159484,0.002478820312300562,1.06E7,98.17295283018868,96.25442144687808,1.06E7,1.3468344E7,5458.0,3385.0,3385.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.061E7,933.798941,0.002484537346607964,1.061E7,98.1738454288407,96.25625685948482,1.061E7,1.347948E7,5463.0,3389.0,3389.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.062E7,935.610047,0.002490858359426889,1.062E7,98.174802259887,96.25822585592776,1.062E7,1.3491032E7,5468.0,3393.0,3393.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.063E7,937.285235,0.0024967057691172843,1.063E7,98.17587958607714,96.26042573583767,1.063E7,1.3492808E7,5470.0,3394.0,3394.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.064E7,938.974208,0.0025026047957196792,1.064E7,98.17681390977444,96.26235149641809,1.064E7,1.3500816E7,5470.0,3394.0,3394.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.065E7,940.628914,0.002508387553288564,1.065E7,98.17765258215962,96.26406697588291,1.065E7,1.3508792E7,5472.0,3395.0,3395.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.066E7,942.395958,0.0025145711746274104,1.066E7,98.17841463414634,96.26563952955841,1.066E7,1.3526888E7,5472.0,3395.0,3395.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.067E7,944.172961,0.002520795325008182,1.067E7,98.17918462980319,96.26723203790625,1.067E7,1.353924E7,5472.0,3395.0,3395.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.068E7,945.968972,0.002527088588037814,1.068E7,98.18016853932583,96.26923383471274,1.068E7,1.3544696E7,5472.0,3395.0,3395.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.069E7,947.675672,0.0025330751729582502,1.069E7,98.18106641721235,96.2710661217659,1.069E7,1.3558896E7,5474.0,3396.0,3396.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.07E7,949.387809,0.00253908965595263,1.07E7,98.18214018691589,96.27326426745894,1.07E7,1.3578824E7,5474.0,3396.0,3396.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.071E7,951.202085,0.0025454647591797784,1.071E7,98.1831279178338,96.27529506243548,1.071E7,1.3582704E7,5478.0,3398.0,3398.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.072E7,952.902413,0.0025514395606434123,1.072E7,98.18414179104478,96.2773726468778,1.072E7,1.358292E7,5480.0,3399.0,3399.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.073E7,954.481763,0.0025569876610754827,1.073E7,98.18522833178007,96.27959498626585,1.073E7,1.3579016E7,5482.0,3400.0,3400.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.074E7,956.104127,0.0025626885308339346,1.074E7,98.18613594040968,96.28146127709108,1.074E7,1.3582984E7,5482.0,3400.0,3400.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.075E7,958.041133,0.0025694958636623398,1.075E7,98.18699534883721,96.28320337211194,1.075E7,1.3584648E7,5484.0,3401.0,3401.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.076E7,959.819761,0.002575750321025528,1.076E7,98.18789033457249,96.28503106853228,1.076E7,1.3592736E7,5484.0,3401.0,3401.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.077E7,961.522674,0.002581740412344699,1.077E7,98.18877437325906,96.28683070832611,1.077E7,1.3597008E7,5484.0,3401.0,3401.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.078E7,963.219467,0.0025877105916015746,1.078E7,98.18965677179963,96.28862790351879,1.078E7,1.3600688E7,5484.0,3401.0,3401.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.079E7,965.013769,0.002594026025709628,1.079E7,98.19048192771085,96.29032893176905,1.079E7,1.360536E7,5488.0,3403.0,3403.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.08E7,966.682437,0.00259989945026042,1.08E7,98.19150925925926,96.2924298896155,1.08E7,1.3605792E7,5492.0,3405.0,3405.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.081E7,968.226534,0.002605335611070705,1.081E7,98.19236817761332,96.29417681091053,1.081E7,1.3608808E7,5498.0,3408.0,3408.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.082E7,970.029193,0.002611685287095031,1.082E7,98.19329020332718,96.29605589027265,1.082E7,1.3615712E7,5498.0,3408.0,3408.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.083E7,971.645112,0.0026173780473278258,1.083E7,98.19413665743305,96.29777787940425,1.083E7,1.361776E7,5503.0,3412.0,3412.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.084E7,973.420563,0.0026236377211243207,1.084E7,98.19500922509225,96.29955726967923,1.084E7,1.3628416E7,5503.0,3412.0,3412.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.085E7,975.213843,0.002629958766022354,1.085E7,98.19601843317972,96.30162151445542,1.085E7,1.3625208E7,5507.0,3414.0,3414.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.086E7,976.95674,0.0026361022832777086,1.086E7,98.19701657458563,96.30365839337071,1.086E7,1.3625352E7,5509.0,3415.0,3415.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.087E7,978.769461,0.0026424958052585754,1.087E7,98.19788408463661,96.30544383207246,1.087E7,1.3633632E7,5509.0,3415.0,3415.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.088E7,980.418287,0.002648316038575622,1.088E7,98.19877757352941,96.30727696210202,1.088E7,1.3644824E7,5509.0,3415.0,3415.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.089E7,982.338469,0.002655094591456534,1.089E7,98.19972451790633,96.30924183917388,1.089E7,1.3645736E7,5513.0,3417.0,3417.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.09E7,983.987896,0.0026609161474616706,1.09E7,98.20077981651376,96.31141533337272,1.09E7,1.3642952E7,5520.0,3422.0,3422.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.091E7,985.665907,0.00266684370448649,1.091E7,98.20180568285977,96.31354177647948,1.091E7,1.3654736E7,5520.0,3422.0,3422.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.092E7,987.514877,0.0026733832772850336,1.092E7,98.20281135531135,96.31561226180959,1.092E7,1.367168E7,5522.0,3423.0,3423.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.093E7,989.211614,0.0026793847091855323,1.093E7,98.20372369624886,96.31747367888752,1.093E7,1.3672336E7,5524.0,3424.0,3424.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.094E7,990.984254,0.002685653123790196,1.094E7,98.20460694698355,96.3192811970538,1.094E7,1.3669088E7,5528.0,3426.0,3426.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.095E7,992.681959,0.002691657027368242,1.095E7,98.20547945205479,96.32107821463411,1.095E7,1.3670168E7,5538.0,3434.0,3434.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.096E7,994.545182,0.0026982475587947153,1.096E7,98.20649635036497,96.32315617634168,1.096E7,1.3672816E7,5542.0,3436.0,3436.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.097E7,996.18528,0.002704051860383259,1.097E7,98.20718322698268,96.32456617200155,1.097E7,1.3679888E7,5546.0,3438.0,3438.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.098E7,997.683483,0.002709356194408437,1.098E7,98.20806921675775,96.32637535651858,1.098E7,1.368556E7,5548.0,3439.0,3439.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.099E7,999.492753,0.002715763733469521,1.099E7,98.20888989990901,96.32807134020132,1.099E7,1.3689584E7,5555.0,3444.0,3444.0,12.0,3913.650060753341,0.0,1.0194502588379644
1.1E7,1003.10714,0.0027285612312640045,1.1E7,98.20983636363636,96.32999136230836,1.1E7,1.3686512E7,5557.0,3445.0,3445.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.101E7,1004.917505,0.0027349761027691557,1.101E7,98.21072661217075,96.33181391764344,1.101E7,1.369696E7,5557.0,3445.0,3445.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.102E7,1006.791395,0.002741616213101116,1.102E7,98.21155172413793,96.33349174771342,1.102E7,1.3697256E7,5559.0,3446.0,3446.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.103E7,1008.45865,0.002747524311074768,1.103E7,98.2124569356301,96.33535416619648,1.103E7,1.3697712E7,5561.0,3447.0,3447.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.104E7,1010.065251,0.0027532202315058087,1.104E7,98.2134329710145,96.3373385819204,1.104E7,1.3704344E7,5563.0,3448.0,3448.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.105E7,1011.801514,0.0027593756552355304,1.105E7,98.21441628959276,96.3393459398945,1.105E7,1.370392E7,5565.0,3449.0,3449.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.106E7,1013.755145,0.0027663093569722484,1.106E7,98.2153616636528,96.3412848629981,1.106E7,1.371908E7,5565.0,3449.0,3449.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.107E7,1015.618,0.0027729270085483627,1.107E7,98.21622402890695,96.34305815959529,1.107E7,1.3731792E7,5571.0,3452.0,3452.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.108E7,1017.446161,0.0027794242916106084,1.108E7,98.21722021660649,96.3451111828604,1.108E7,1.373788E7,5577.0,3455.0,3455.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.109E7,1019.214595,0.0027857111459122746,1.109E7,98.21810640216411,96.34693675914936,1.109E7,1.3741904E7,5582.0,3459.0,3459.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.11E7,1020.867,0.0027915875540688515,1.11E7,98.21901801801802,96.34879367675984,1.11E7,1.374668E7,5586.0,3461.0,3461.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.111E7,1022.670882,0.0027980050455647713,1.111E7,98.2198109810981,96.3504279064979,1.111E7,1.37518E7,5590.0,3463.0,3463.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.112E7,1024.592766,0.002804847659008106,1.112E7,98.22076438848921,96.35238557350262,1.112E7,1.3762496E7,5592.0,3464.0,3464.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.113E7,1026.552222,0.002811832501939933,1.113E7,98.22153638814017,96.35398245541263,1.113E7,1.3779184E7,5592.0,3464.0,3464.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.114E7,1028.278002,0.0028179863851701225,1.114E7,98.22248653500898,96.35592858180677,1.114E7,1.3783712E7,5592.0,3464.0,3464.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.115E7,1030.039852,0.002824272469532532,1.115E7,98.22335426008969,96.35773033957598,1.115E7,1.3791568E7,5592.0,3464.0,3464.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.116E7,1031.733113,0.0028303176487586034,1.116E7,98.22425627240143,96.35957556595753,1.116E7,1.3800272E7,5592.0,3464.0,3464.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.117E7,1033.489101,0.0028365937316696395,1.117E7,98.22508504923904,96.36127337805785,1.117E7,1.3815592E7,5594.0,3465.0,3465.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.118E7,1035.445896,0.002843593480885363,1.118E7,98.22595706618962,96.36305368935541,1.118E7,1.3827368E7,5594.0,3465.0,3465.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.119E7,1037.322105,0.002850304992956052,1.119E7,98.22680071492404,96.36478554535509,1.119E7,1.3827432E7,5603.0,3471.0,3471.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.12E7,1039.312347,0.002857428345482106,1.12E7,98.22776785714285,96.36677035940636,1.12E7,1.3835056E7,5603.0,3471.0,3471.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.121E7,1041.383618,0.002864840083101161,1.121E7,98.22873327386262,96.36873813553547,1.121E7,1.3832016E7,5607.0,3473.0,3473.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.122E7,1043.455093,0.002872254840035009,1.122E7,98.22974153297682,96.37081025630332,1.122E7,1.3836288E7,5607.0,3473.0,3473.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.123E7,1045.482256,0.0028795109336985075,1.123E7,98.23057880676758,96.37254290253496,1.123E7,1.3836192E7,5609.0,3474.0,3474.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.124E7,1047.364152,0.002886245340198039,1.124E7,98.23153024911032,96.37448072139742,1.124E7,1.3832672E7,5616.0,3479.0,3479.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.125E7,1049.32481,0.0028932703874292977,1.125E7,98.2323911111111,96.3762481536485,1.125E7,1.385E7,5616.0,3479.0,3479.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.126E7,1051.189617,0.0028999526986115535,1.126E7,98.23323268206039,96.37799169787719,1.126E7,1.3851448E7,5618.0,3480.0,3480.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.127E7,1053.129212,0.002906904785883564,1.127E7,98.23401952085182,96.37960857589407,1.127E7,1.3855E7,5627.0,3486.0,3486.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.128E7,1055.371782,0.0029149517185735547,1.128E7,98.23492907801419,96.38146181377985,1.128E7,1.3870328E7,5629.0,3487.0,3487.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.129E7,1057.300528,0.0029218766435435426,1.129E7,98.23573073516386,96.3831012693134,1.129E7,1.3878496E7,5629.0,3487.0,3487.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.13E7,1059.090776,0.002928302833869061,1.13E7,98.2367168141593,96.38512998904285,1.13E7,1.3875312E7,5636.0,3492.0,3492.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.131E7,1061.027603,0.002935259269950012,1.131E7,98.23768346595932,96.38710985394258,1.131E7,1.388348E7,5641.0,3496.0,3496.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.132E7,1063.12569,0.0029428028834526396,1.132E7,98.23870141342756,96.389202447291,1.132E7,1.3898192E7,5643.0,3497.0,3497.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.133E7,1065.314455,0.002950676961937399,1.133E7,98.23969108561342,96.39122919899022,1.133E7,1.3906024E7,5648.0,3501.0,3501.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.134E7,1067.248313,0.002957640088436435,1.134E7,98.2405114638448,96.39291612728529,1.134E7,1.3918168E7,5648.0,3501.0,3501.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.135E7,1069.201505,0.0029646757684887747,1.135E7,98.24146255506608,96.39486907882483,1.135E7,1.3923984E7,5648.0,3501.0,3501.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.136E7,1071.098046,0.0029715057466829058,1.136E7,98.24227992957746,96.39655998659595,1.136E7,1.3920648E7,5650.0,3502.0,3502.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.137E7,1072.957333,0.0029782019167477356,1.137E7,98.24328935795954,96.39861920453868,1.137E7,1.3921384E7,5655.0,3506.0,3506.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.138E7,1075.235399,0.0029864041907543904,1.138E7,98.24413884007029,96.40036656153148,1.138E7,1.3917792E7,5657.0,3507.0,3507.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.139E7,1077.311057,0.0029938879143900513,1.139E7,98.24510974539069,96.40235432791707,1.139E7,1.393684E7,5662.0,3511.0,3511.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.14E7,1079.528249,0.0030018879321321687,1.14E7,98.24609649122807,96.40438245734991,1.14E7,1.3947296E7,5666.0,3513.0,3513.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.141E7,1081.436568,0.0030087772062467977,1.141E7,98.24702015775635,96.4062771183777,1.141E7,1.395484E7,5666.0,3513.0,3513.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.142E7,1083.131138,0.003014894794756831,1.142E7,98.24784588441331,96.40797996145365,1.142E7,1.3954784E7,5672.0,3516.0,3516.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.143E7,1085.224311,0.003022457406519418,1.143E7,98.24856517935258,96.40947344069718,1.143E7,1.3965904E7,5678.0,3519.0,3519.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.144E7,1087.138684,0.0030293830372536065,1.144E7,98.24933566433567,96.41103121377888,1.144E7,1.398412E7,5683.0,3523.0,3523.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.145E7,1089.194187,0.0030368190938645195,1.145E7,98.25025327510917,96.41289758480077,1.145E7,1.3983856E7,5685.0,3524.0,3524.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.146E7,1091.112283,0.003043765179978999,1.146E7,98.25112565445026,96.41469001227742,1.146E7,1.39982E7,5692.0,3529.0,3529.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.147E7,1092.864663,0.0030501123917365913,1.147E7,98.25183086312119,96.41613661506364,1.147E7,1.4000936E7,5692.0,3529.0,3529.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.148E7,1094.561467,0.0030562643655440967,1.148E7,98.25275261324042,96.41803643575015,1.148E7,1.4014744E7,5692.0,3529.0,3529.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.149E7,1096.276759,0.0030624883682627987,1.149E7,98.25355091383811,96.41966238635756,1.149E7,1.4026008E7,5696.0,3531.0,3531.0,12.0,3896.411030478955,0.0,1.0196210483153862
1.15E7,1098.137445,0.0030692466738794755,1.15E7,98.25444347826087,96.42148211005222,1.15E7,1.404E7,5696.0,3531.0,3531.0,12.0,3896.411030478955,0.0,1.0196210483153862
